team;year;gender;event_type;avg_age;gini;events;points_sum;population;gdp_per_capita;number_participants;average_total_distance;total_butterfly;total_freestyle;total_medley;total_breaststroke;total_backstroke;host_indicator;proportion_participants_to_population;relay_in_proportion
AFG;2020;Men;Individual;21.0;36.8;1;0;-0.09771590242239425;-0.9788681484200665;1;50.0;0;1;0;0;0;False;2.5595754626707803e-08;0.0
AFG;2024;Men;Individual;25.0;36.8;1;0;-0.07650638718393478;-1.0209228661422387;1;50.0;0;1;0;0;0;False;2.3448037694690228e-08;0.0
ALB;1992;Men;Individual;21.0;27.0;3;0;-0.3098190442781859;-0.9434044375134686;1;83.33333333333333;0;2;0;1;0;False;3.0464575639123946e-07;0.0
ALB;2004;Men;Individual;21.0;31.0;1;0;-0.31090867064519906;-0.7183061692572096;1;50.0;0;1;0;0;0;False;3.227204559910955e-07;0.0
ALB;2004;Women;Individual;17.0;31.0;1;0;-0.31090867064519906;-0.7183061692572096;1;50.0;0;1;0;0;0;False;3.227204559910955e-07;0.0
ALB;2008;Men;Individual;16.0;30.0;1;0;-0.3115353047855855;-0.5938801476383164;1;50.0;0;1;0;0;0;False;3.3412074455466717e-07;0.0
ALB;2008;Women;Individual;21.0;30.0;1;0;-0.3115353047855855;-0.5938801476383164;1;50.0;0;1;0;0;0;False;3.3412074455466717e-07;0.0
ALB;2012;Men;Individual;20.0;29.1;1;0;-0.31202679950997647;-0.523456714958572;1;100.0;0;1;0;0;0;False;3.4364213932351984e-07;0.0
ALB;2012;Women;Individual;16.0;29.1;1;0;-0.31202679950997647;-0.523456714958572;1;100.0;1;0;0;0;0;False;3.4364213932351984e-07;0.0
ALB;2016;Men;Individual;24.0;29.0;1;0;-0.3120987343852862;-0.4679944432543165;1;50.0;0;1;0;0;0;False;3.4508139952592716e-07;0.0
ALB;2016;Women;Individual;18.0;29.0;1;0;-0.3120987343852862;-0.4679944432543165;1;100.0;0;1;0;0;0;False;3.4508139952592716e-07;0.0
ALB;2020;Men;Individual;17.0;29.0;1;0;-0.31225231833716066;-0.4165652702992716;1;100.0;0;1;0;0;0;False;3.4819499198106934e-07;0.0
ALB;2020;Women;Individual;22.0;29.0;1;0;-0.31225231833716066;-0.4165652702992716;1;50.0;0;1;0;0;0;False;3.4819499198106934e-07;0.0
ALB;2024;Men;Individual;18.0;29.0;1;0;-0.3127275911159536;-0.2350329264638727;1;100.0;0;1;0;0;0;False;3.58196338158835e-07;0.0
ALB;2024;Women;Individual;16.0;29.0;1;0;-0.3127275911159536;-0.2350329264638727;1;200.0;0;1;0;0;0;False;3.58196338158835e-07;0.0
ALG;1980;Men;Individual;19.833333333333332;40.1;12;0;-0.21899112622453948;-0.7026222653245716;5;333.3333333333333;2;8;0;2;0;False;2.687135617692402e-07;0.0
ALG;1980;Men;Relay;19.25;40.1;4;0;-0.21899112622453948;-0.7026222653245716;4;800.0;0;4;0;0;0;False;2.1497084941539214e-07;1.0
ALG;1992;Men;Individual;22.0;37.4;2;0;-0.171449066638145;-0.6714592109474874;1;150.0;0;0;0;2;0;False;3.7553652903903806e-08;0.0
ALG;1996;Men;Individual;21.0;34.9;4;0;-0.15719796000181027;-0.654972654749958;1;112.5;1;3;0;0;0;False;3.444351202030348e-08;0.0
ALG;2000;Men;Individual;26.5;33.1;4;0;-0.146109611189229;-0.595367204936491;2;87.5;1;2;0;0;1;False;6.47167656191406e-08;0.0
ALG;2004;Men;Individual;23.0;31.2;8;0;-0.13588929352918616;-0.4998498439583221;4;168.75;2;4;0;2;0;False;1.2259301637848828e-07;0.0
ALG;2004;Men;Individual Medley;19.0;31.2;1;0;-0.13588929352918616;-0.4998498439583221;1;200.0;0;0;1;0;0;False;3.064825409462207e-08;0.0
ALG;2004;Women;Individual Medley;19.0;31.2;1;0;-0.13588929352918616;-0.4998498439583221;1;400.0;0;0;1;0;0;False;3.064825409462207e-08;0.0
ALG;2008;Men;Individual;26.6;29.4;5;0;-0.12291721944016223;-0.44079426415804995;4;130.0;0;3;0;2;0;False;1.1488653475528781e-07;0.0
ALG;2008;Men;Individual Medley;23.0;29.4;1;0;-0.12291721944016223;-0.44079426415805;1;200.0;0;0;1;0;0;False;2.8721633688821952e-08;0.0
ALG;2012;Men;Individual;29.0;27.9;1;0;-0.10614878334387706;-0.4138271896011202;1;100.0;0;1;0;0;0;False;2.6563129961228985e-08;0.0
ALG;2016;Men;Individual;24.0;27.6;2;0;-0.08715568254894311;-0.37364073325344893;1;75.0;0;2;0;0;0;False;2.447937210214723e-08;0.0
ALG;2020;Men;Individual;28.0;27.6;2;0;-0.06824072802829098;-0.4354774397500292;1;75.0;0;2;0;0;0;False;2.2705552286334453e-08;0.0
ALG;2024;Men;Individual Medley;25.0;27.6;1;0;-0.051810054531836895;-0.38403386783510834;1;200.0;0;0;1;0;0;False;2.136099074667514e-08;0.0
ALG;2024;Women;Individual;25.0;27.6;1;0;-0.051810054531836895;-0.38403386783510834;1;100.0;0;1;0;0;0;False;2.136099074667514e-08;0.0
AND;1996;Men;Individual;21.0;40.0;1;0;-0.328894896554464;0.8909696490348977;1;200.0;1;0;0;0;0;False;1.5628907226806703e-05;0.0
AND;1996;Women;Individual Medley;16.0;40.0;1;0;-0.328894896554464;0.8909696490348977;1;200.0;0;0;1;0;0;False;1.5628907226806703e-05;0.0
AND;2000;Men;Individual;20.0;40.0;1;0;-0.3288848148849492;1.2957352725042364;1;200.0;0;1;0;0;0;False;1.5224175991474461e-05;0.0
AND;2000;Women;Individual Medley;20.0;40.0;1;0;-0.3288848148849492;1.2957352725042364;1;200.0;0;0;1;0;0;False;1.5224175991474461e-05;0.0
AND;2004;Men;Individual Medley;18.0;40.0;1;0;-0.3288336064048737;1.701757022179262;1;200.0;0;0;1;0;0;False;1.3454423141607804e-05;0.0
AND;2004;Women;Individual;19.0;40.0;1;0;-0.3288336064048737;1.701757022179262;1;100.0;0;1;0;0;0;False;1.3454423141607804e-05;0.0
AND;2008;Men;Individual Medley;22.0;40.0;1;0;-0.3287792566638677;1.978717135553581;1;400.0;0;0;1;0;0;False;1.197676507575304e-05;0.0
AND;2012;Men;Individual;26.0;40.0;1;0;-0.3288187357941666;1.8362942449187962;1;200.0;1;0;0;0;0;False;1.3015071452742276e-05;0.0
AND;2012;Women;Individual;19.0;40.0;1;0;-0.3288187357941666;1.8362942449187962;1;100.0;0;0;0;0;1;False;1.3015071452742276e-05;0.0
AND;2016;Men;Individual;20.0;40.0;1;0;-0.32884631369437395;1.8898014718304463;1;400.0;0;1;0;0;0;False;1.3854061318075393e-05;0.0
ANG;1980;Men;Individual;15.333333333333334;53.9;6;0;-0.28106541751983116;-0.9044255132522945;4;166.66666666666666;1;3;0;1;1;False;4.917707089563249e-07;0.0
ANG;1980;Men;Relay;16.5;53.9;4;0;-0.28106541751983116;-0.9044255132522945;4;400.0;0;0;4;0;0;False;4.917707089563249e-07;1.0
ANG;1980;Women;Individual;17.0;53.9;2;0;-0.28106541751983116;-0.9044255132522945;1;100.0;0;1;0;0;1;False;1.2294267723908123e-07;0.0
ANG;1988;Men;Individual;16.666666666666668;53.1;6;0;-0.26490025762180536;-0.8862588683041002;4;91.66666666666667;2;2;0;2;0;False;3.6828034531070015e-07;0.0
ANG;1988;Women;Individual;14.555555555555555;53.1;9;0;-0.26490025762180536;-0.8862588683041002;4;88.88888888888889;1;4;0;2;2;False;3.6828034531070015e-07;0.0
ANG;1992;Men;Individual;21.0;52.8;2;0;-0.25563993300976984;-0.8977783410611474;1;75.0;1;1;0;0;0;False;8.049124126509049e-08;0.0
ANG;1992;Women;Individual;17.75;52.8;4;0;-0.25563993300976984;-0.8977783410611474;2;87.5;1;2;0;1;0;False;1.6098248253018098e-07;0.0
ANG;1996;Women;Individual;21.0;52.4;2;0;-0.2452840788309347;-0.8975859350703788;1;150.0;0;0;0;2;0;False;7.056678465197838e-08;0.0
ANG;2000;Men;Individual;17.0;51.8;1;0;-0.23328863461903518;-0.8663466228792822;1;50.0;0;1;0;0;0;False;6.174795239158773e-08;0.0
ANG;2000;Women;Individual;25.0;51.8;1;0;-0.23328863461903518;-0.8663466228792822;1;100.0;0;0;0;1;0;False;6.174795239158773e-08;0.0
ANG;2004;Men;Individual;18.0;48.5;1;0;-0.21903113877650587;-0.7996962640581642;1;100.0;1;0;0;0;0;False;5.37622182033172e-08;0.0
ANG;2008;Men;Individual;22.0;44.1;1;0;-0.20137943344871534;-0.6504010078087162;1;100.0;1;0;0;0;0;False;4.634209129345643e-08;0.0
ANG;2008;Women;Individual;20.0;44.1;1;0;-0.20137943344871534;-0.6504010078087162;1;50.0;0;1;0;0;0;False;4.634209129345643e-08;0.0
ANG;2012;Men;Individual Medley;23.0;42.6;1;0;-0.180050040580857;-0.6386763909565601;1;400.0;0;0;1;0;0;False;3.971816940228206e-08;0.0
ANG;2012;Women;Individual;18.0;42.6;1;0;-0.180050040580857;-0.6386763909565601;1;50.0;0;1;0;0;0;False;3.971816940228206e-08;0.0
ANG;2016;Men;Individual Medley;27.0;42.6;1;0;-0.1563087697897962;-0.6693747921895985;1;400.0;0;0;1;0;0;False;3.4266442838262046e-08;0.0
ANG;2016;Women;Individual;26.0;42.6;1;0;-0.1563087697897962;-0.6693747921895985;1;100.0;0;1;0;0;0;False;3.4266442838262046e-08;0.0
ANG;2020;Men;Individual;17.0;42.6;1;0;-0.13101236146944362;-0.7549478926300979;1;100.0;1;0;0;0;0;False;2.989435454680577e-08;0.0
ANG;2020;Women;Individual;20.0;42.6;1;0;-0.13101236146944362;-0.7549478926300979;1;100.0;0;1;0;0;0;False;2.989435454680577e-08;0.0
ANG;2024;Men;Individual;23.0;42.6;1;0;-0.10472820439365398;-0.7711239852911419;1;100.0;0;1;0;0;0;False;2.6395079598189816e-08;0.0
ANG;2024;Women;Individual;23.0;42.6;1;0;-0.10472820439365398;-0.7711239852911419;1;200.0;1;0;0;0;0;False;2.6395079598189816e-08;0.0
ANT;2004;Men;Individual;16.0;40.0;1;0;-0.3288075635736872;0.11051125327516804;1;50.0;0;1;0;0;0;False;1.270341340718251e-05;0.0
ANT;2004;Women;Individual;15.0;40.0;1;0;-0.3288075635736872;0.11051125327516804;1;50.0;0;1;0;0;0;False;1.270341340718251e-05;0.0
ANT;2008;Men;Individual;16.0;40.0;1;0;-0.3287827120508913;0.414161891399538;1;50.0;0;1;0;0;0;False;1.2060980316480124e-05;0.0
ANT;2012;Women;Individual;20.0;40.0;1;0;-0.3287569418574459;0.08331704413860971;1;50.0;0;1;0;0;0;False;1.1460004584001834e-05;0.0
ANT;2016;Men;Individual;17.0;40.0;1;0;-0.32874088586525557;0.1294200218229584;1;200.0;0;1;0;0;0;False;1.1114939590303327e-05;0.0
ANT;2016;Women;Individual;16.0;40.0;1;0;-0.32874088586525557;0.1294200218229584;1;50.0;0;1;0;0;0;False;1.1114939590303327e-05;0.0
ANT;2020;Men;Individual;21.0;40.0;1;0;-0.3287297610600355;0.0003530344949562138;1;100.0;0;1;0;0;0;False;1.0887790431809768e-05;0.0
ANT;2020;Women;Individual;20.0;40.0;1;0;-0.3287297610600355;0.0003530344949562138;1;50.0;0;1;0;0;0;False;1.0887790431809768e-05;0.0
ANT;2024;Men;Individual;22.0;40.0;1;0;-0.328718345836352;0.2946814244403112;1;100.0;0;0;0;1;0;False;1.0664164142814487e-05;0.0
ANT;2024;Women;Individual;16.0;40.0;1;0;-0.328718345836352;0.2946814244403112;1;100.0;0;0;0;1;0;False;1.0664164142814487e-05;0.0
ARG;1924;Men;Individual;18.666666666666668;47.5;3;0;-0.2705902191332646;-0.762576849517581;2;200.0;0;2;0;0;1;False;2.0199431002228098e-07;0.0
ARG;1924;Men;Relay;18.75;47.5;4;0;-0.2705902191332646;-0.762576849517581;4;800.0;0;4;0;0;0;False;4.0398862004456196e-07;1.0
ARG;1928;Men;Individual;21.285714285714285;46.3;7;3;-0.2632524825295993;-0.7424384079232109;4;342.85714285714283;0;5;0;0;2;False;3.590887655758119e-07;0.0
ARG;1928;Men;Relay;20.75;46.3;4;0;-0.2632524825295993;-0.7424384079232109;4;800.0;0;4;0;0;0;False;3.590887655758119e-07;1.0
ARG;1932;Men;Individual;22.142857142857142;46.1;7;0;-0.2567948798234163;-0.8081025818452793;6;200.0;0;5;0;1;1;False;4.90643148941188e-07;0.0
ARG;1932;Men;Relay;21.25;46.1;4;0;-0.2567948798234163;-0.8081025818452793;4;800.0;0;4;0;0;0;False;3.2709543262745867e-07;1.0
ARG;1936;Women;Individual;20.0;46.2;2;2;-0.25154407251695615;-0.7747884577184224;1;250.0;0;2;0;0;0;False;7.624988429080059e-08;0.0
ARG;1948;Men;Individual;21.846153846153847;49.2;13;0;-0.23214786496792814;-0.636391248184973;11;507.6923076923077;0;8;0;2;3;False;6.712497975571634e-07;0.0
ARG;1948;Men;Relay;21.333333333333332;49.20000000000001;6;0;-0.23214786496792814;-0.636391248184973;6;800.0;0;6;0;0;0;False;3.6613625321299817e-07;1.0
ARG;1948;Women;Individual;18.25;49.2;8;0;-0.23214786496792814;-0.636391248184973;6;187.5;0;5;0;1;2;False;3.6613625321299817e-07;0.0
ARG;1948;Women;Relay;18.0;49.2;4;0;-0.23214786496792814;-0.636391248184973;4;400.0;0;4;0;0;0;False;2.440908354753321e-07;1.0
ARG;1952;Men;Individual;20.142857142857142;44.7;7;0;-0.22437451844989875;-0.6725650817328185;6;242.85714285714286;0;5;0;1;1;False;3.390045594418222e-07;0.0
ARG;1952;Men;Relay;20.6;44.7;5;0;-0.22437451844989875;-0.6725650817328185;5;800.0;0;5;0;0;0;False;2.825037995348518e-07;1.0
ARG;1952;Women;Individual;17.0;44.7;2;0;-0.22437451844989875;-0.6725650817328185;1;250.0;0;2;0;0;0;False;5.650075990697037e-08;0.0
ARG;1960;Men;Individual;17.2;41.4;5;0;-0.2084479225022801;-0.564197541047904;3;200.0;2;2;0;0;1;False;1.4715949072024514e-07;0.0
ARG;1964;Men;Individual;19.77777777777778;40.0;9;0;-0.20024859136753034;-0.5223436495135668;5;366.6666666666667;1;5;0;1;2;False;2.2967963411850541e-07;0.0
ARG;1964;Men;Relay;20.5;40.0;4;0;-0.20024859136753034;-0.5223436495135668;4;400.0;0;0;4;0;0;False;1.8374370729480434e-07;1.0
ARG;1964;Women;Individual;18.0;40.0;2;0;-0.20024859136753034;-0.5223436495135668;1;150.0;0;0;0;1;1;False;4.5935926823701085e-08;0.0
ARG;1968;Men;Individual;21.0;37.6;14;0;-0.19206276172787456;-0.4400579392830583;5;164.28571428571428;1;5;0;4;4;False;2.159772822999749e-07;0.0
ARG;1968;Men;Relay;21.5;37.6;4;0;-0.19206276172787456;-0.4400579392830583;4;400.0;0;0;4;0;0;False;1.7278182583997993e-07;1.0
ARG;1968;Women;Individual;17.22222222222222;37.6;9;0;-0.19206276172787456;-0.4400579392830583;3;144.44444444444446;2;1;0;0;6;False;1.2958636937998496e-07;0.0
ARG;1968;Women;Individual Medley;17.0;37.6;2;0;-0.19206276172787456;-0.4400579392830583;1;300.0;0;0;2;0;0;False;4.3195456459994984e-08;0.0
ARG;1972;Men;Individual;19.333333333333332;35.3;6;0;-0.18320947340955;-0.32523442788706153;2;416.6666666666667;0;2;0;2;2;False;8.115457642018074e-08;0.0
ARG;1972;Women;Individual;15.666666666666666;35.3;6;0;-0.18320947340955;-0.32523442788706153;2;416.6666666666667;0;4;0;0;2;False;8.115457642018074e-08;0.0
ARG;1972;Women;Individual Medley;15.5;35.3;2;0;-0.18320947340955;-0.32523442788706153;2;300.0;0;0;2;0;0;False;8.115457642018074e-08;0.0
ARG;1976;Men;Individual;18.0;36.9;2;0;-0.1735014657727436;-0.2818751492030522;1;150.0;0;0;0;0;2;False;3.804844503044123e-08;0.0
ARG;1976;Women;Individual;17.0;36.9;10;0;-0.1735014657727436;-0.2818751492030522;4;170.0;2;4;0;2;2;False;1.5219378012176492e-07;0.0
ARG;1976;Women;Relay;16.5;36.9;8;0;-0.1735014657727436;-0.2818751492030522;4;400.0;0;4;4;0;0;False;1.5219378012176492e-07;1.0
ARG;1984;Men;Individual;21.25;42.1;8;0;-0.15227833642794927;-0.2928435830068124;4;375.0;1;5;0;2;0;False;1.339445984379448e-07;0.0
ARG;1984;Men;Individual Medley;22.0;42.1;1;0;-0.15227833642794927;-0.2928435830068124;1;200.0;0;0;1;0;0;False;3.34861496094862e-08;0.0
ARG;1984;Women;Individual;23.5;42.1;4;0;-0.15227833642794927;-0.2928435830068124;2;150.0;0;2;0;2;0;False;6.69722992189724e-08;0.0
ARG;1988;Women;Individual;25.0;45.3;4;0;-0.14091385299884995;-0.3155216350967346;2;150.0;0;0;0;4;0;False;6.293160857093268e-08;0.0
ARG;1988;Women;Individual Medley;22.0;45.3;2;0;-0.14091385299884995;-0.3155216350967346;1;300.0;0;0;2;0;0;False;3.146580428546634e-08;0.0
ARG;1992;Men;Individual;21.8;45.9;5;0;-0.12957570874630797;-0.2685272119402807;3;400.0;0;2;0;2;1;False;8.903787365448562e-08;0.0
ARG;1992;Men;Individual Medley;21.0;45.9;1;0;-0.12957570874630797;-0.2685272119402807;1;400.0;0;0;1;0;0;False;2.9679291218161873e-08;0.0
ARG;1996;Men;Individual;18.0;48.8;5;0;-0.11878716069155738;-0.15436321108374385;2;430.0;1;4;0;0;0;False;5.63161473628007e-08;0.0
ARG;1996;Women;Individual;19.333333333333332;48.8;9;0;-0.11878716069155738;-0.15436321108374385;4;227.77777777777777;2;4;0;2;1;False;1.126322947256014e-07;0.0
ARG;1996;Women;Relay;18.25;48.8;8;0;-0.11878716069155738;-0.15436321108374385;5;600.0;0;4;4;0;0;False;1.4079036840700176e-07;1.0
ARG;2000;Men;Individual;22.0;51.7;9;0;-0.10871028604480001;-0.10694405076057673;6;305.55555555555554;1;4;0;2;2;False;1.6122971407737478e-07;0.0
ARG;2000;Men;Individual Medley;21.0;51.7;1;0;-0.10871028604480001;-0.10694405076057673;1;200.0;0;0;1;0;0;False;2.6871619012895797e-08;0.0
ARG;2000;Men;Relay;22.0;51.7;4;0;-0.10871028604480001;-0.10694405076057673;4;400.0;0;0;4;0;0;False;1.0748647605158319e-07;1.0
ARG;2000;Women;Individual;18.8;51.7;5;0;-0.10871028604480001;-0.10694405076057673;4;280.0;2;3;0;0;0;False;1.0748647605158319e-07;0.0
ARG;2000;Women;Individual Medley;19.5;51.7;2;0;-0.10871028604480001;-0.10694405076057673;2;300.0;0;0;2;0;0;False;5.3743238025791594e-08;0.0
ARG;2004;Men;Individual;24.666666666666668;49.4;9;0;-0.09921578339384532;-0.11923706208069387;5;305.55555555555554;2;5;0;1;1;False;1.2881313943486481e-07;0.0
ARG;2004;Women;Individual;22.142857142857142;49.4;7;0;-0.09921578339384532;-0.11923706208069387;5;178.57142857142858;1;4;0;2;0;False;1.2881313943486481e-07;0.0
ARG;2004;Women;Individual Medley;21.0;49.4;2;1;-0.09921578339384532;-0.11923706208069387;1;300.0;0;0;2;0;0;False;2.5762627886972963e-08;0.0
ARG;2008;Men;Individual;28.125;44.9;8;0;-0.08968394122616892;0.180558834187766;5;331.25;1;4;0;2;1;False;1.2368844483747684e-07;0.0
ARG;2008;Women;Individual;24.2;44.9;5;0;-0.08968394122616892;0.180558834187766;4;340.0;1;2;0;2;0;False;9.895075586998147e-08;0.0
ARG;2008;Women;Individual Medley;25.0;44.9;2;0;-0.08968394122616892;0.180558834187766;1;300.0;0;0;2;0;0;False;2.473768896749537e-08;0.0
ARG;2012;Men;Individual;27.0;41.8;4;0;-0.07938550692638134;0.2542006515394959;2;512.5;0;3;0;0;1;False;4.7436393784779326e-08;0.0
ARG;2012;Women;Individual;27.0;41.8;1;0;-0.07938550692638134;0.2542006515394959;1;800.0;0;1;0;0;0;False;2.3718196892389663e-08;0.0
ARG;2012;Women;Individual Medley;29.0;41.8;1;0;-0.07938550692638134;0.2542006515394959;1;400.0;0;0;1;0;0;False;2.3718196892389663e-08;0.0
ARG;2016;Men;Individual;25.0;42.1;6;0;-0.06908103310793672;0.20168248425447263;3;391.6666666666667;1;5;0;0;0;False;6.833664261118138e-08;0.0
ARG;2016;Women;Individual;23.5;42.1;2;0;-0.06908103310793672;0.20168248425447263;2;200.0;1;0;0;1;0;False;4.555776174078759e-08;0.0
ARG;2016;Women;Individual Medley;24.0;42.1;2;0;-0.06908103310793672;0.20168248425447263;1;300.0;0;0;2;0;0;False;2.2778880870393795e-08;0.0
ARG;2020;Men;Individual;24.0;42.4;2;0;-0.061425531290062466;0.004177541522105414;1;75.0;1;1;0;0;0;False;2.212782736931222e-08;0.0
ARG;2020;Women;Individual;27.0;42.4;2;0;-0.061425531290062466;0.004177541522105414;1;150.0;0;0;0;2;0;False;2.212782736931222e-08;0.0
ARG;2020;Women;Individual Medley;28.0;42.4;1;0;-0.061425531290062466;0.004177541522105414;1;400.0;0;0;1;0;0;False;2.212782736931222e-08;0.0
ARG;2024;Men;Individual;19.0;42.4;1;0;-0.05843722013228832;0.08345838747061961;1;100.0;0;0;0;0;1;False;2.1883677356777403e-08;0.0
ARG;2024;Women;Individual;22.5;42.4;4;0;-0.05843722013228832;0.08345838747061961;2;375.0;0;2;0;2;0;False;4.3767354713554807e-08;0.0
ARM;1996;Women;Individual;26.0;42.5;1;0;-0.3098413650115151;-0.9215456236684871;1;100.0;0;0;0;1;0;False;3.0499567668628296e-07;0.0
ARM;2000;Men;Individual;22.0;36.2;1;0;-0.3107488160252783;-0.8831416154400439;1;50.0;0;1;0;0;0;False;3.1993570572057837e-07;0.0
ARM;2000;Women;Individual;23.0;36.2;1;0;-0.3107488160252783;-0.8831416154400439;1;50.0;0;1;0;0;0;False;3.1993570572057837e-07;0.0
ARM;2004;Women;Individual;18.0;34.2;1;0;-0.3113598031300861;-0.7533489123333724;1;100.0;0;0;0;1;0;False;3.308474558326918e-07;0.0
ARM;2008;Men;Individual;25.0;29.6;1;0;-0.3117305371158732;-0.5417906568366484;1;100.0;0;1;0;0;0;False;3.3783897918574047e-07;0.0
ARM;2012;Men;Individual;29.0;30.2;1;0;-0.3119525709214967;-0.5360533574463578;1;100.0;0;1;0;0;0;False;3.42169518991777e-07;0.0
ARM;2012;Women;Individual;18.0;30.2;1;0;-0.3119525709214967;-0.5360533574463578;1;100.0;0;0;0;0;1;False;3.42169518991777e-07;0.0
ARM;2016;Men;Individual;20.0;32.3;1;0;-0.311974707920696;-0.46423009362373935;1;50.0;0;1;0;0;0;False;3.426073722939585e-07;0.0
ARM;2020;Women;Individual;17.0;32.6;1;0;-0.31214007456451376;-0.36530599401249786;1;100.0;0;1;0;0;0;False;3.4591399471166685e-07;0.0
ARM;2024;Men;Individual;22.0;32.6;1;0;-0.3116484494481596;-0.07806769222016445;1;100.0;0;1;0;0;0;False;3.3626556909584914e-07;0.0
ARM;2024;Women;Individual;21.0;32.6;1;0;-0.3116484494481596;-0.07806769222016445;1;100.0;1;0;0;0;0;False;3.3626556909584914e-07;0.0
ASA;2008;Men;Individual;20.0;42.1;1;0;-0.328147377210418;-0.8213527209665152;1;50.0;0;1;0;0;0;False;5.260195574071444e-06;0.0
ASA;2008;Women;Individual;33.0;42.1;1;0;-0.328147377210418;-0.8213527209665152;1;50.0;0;1;0;0;0;False;5.260195574071444e-06;0.0
ASA;2012;Men;Individual;27.0;42.1;1;0;-0.32810949834512143;-0.8157570211532732;1;50.0;0;1;0;0;0;False;5.089110321733555e-06;0.0
ASA;2012;Women;Individual;19.0;42.1;1;0;-0.32810949834512143;-0.8157570211532732;1;100.0;0;1;0;0;0;False;5.089110321733555e-06;0.0
ASA;2020;Men;Individual;21.0;42.1;1;0;-0.3280179513331717;-0.7974329778241193;1;100.0;0;0;0;1;0;False;4.718227456309214e-06;0.0
ASA;2020;Women;Individual;21.0;42.1;1;0;-0.3280179513331717;-0.7974329778241193;1;100.0;0;0;0;1;0;False;4.718227456309214e-06;0.0
ASA;2024;Men;Individual;25.0;42.1;1;0;-0.32798194537061864;-0.8160487961223026;1;100.0;0;0;0;1;0;False;4.586756200147694e-06;0.0
AUS;1924;Men;Individual;24.7;35.0;10;5;-0.29554013451916206;-0.6462987731841303;5;620.0;0;9;0;1;0;False;8.784771002103425e-07;0.0
AUS;1924;Men;Relay;24.4;35.0;5;8;-0.29554013451916206;-0.6462987731841303;5;800.0;0;5;0;0;0;False;8.784771002103425e-07;1.0
AUS;1928;Men;Individual;21.666666666666668;33.2;3;4;-0.29289925274721473;-0.6433529905041028;2;666.6666666666666;0;2;0;0;1;False;3.258792262258477e-07;0.0
AUS;1928;Women;Individual;17.8;33.2;5;0;-0.29289925274721473;-0.6433529905041028;3;180.0;0;3;0;1;1;False;4.888188393387715e-07;0.0
AUS;1932;Men;Individual;22.6;32.4;5;0;-0.29086651909142286;-0.7191399449084477;2;780.0;0;5;0;0;0;False;3.0863197334654277e-07;0.0
AUS;1932;Women;Individual;18.5;32.4;4;5;-0.29086651909142286;-0.7191399449084477;3;200.0;0;2;0;1;1;False;4.629479600198142e-07;0.0
AUS;1936;Men;Individual;18.5;31.5;2;0;-0.28954026094582025;-0.6378899026247793;2;100.0;0;1;0;0;1;False;2.9833029011576557e-07;0.0
AUS;1936;Women;Individual;19.4;31.5;5;0;-0.28954026094582025;-0.6378899026247793;3;160.0;0;3;0;0;2;False;4.474954351736484e-07;0.0
AUS;1948;Men;Individual;18.88888888888889;33.1;9;3;-0.2825307031326942;-0.5018240820661968;6;500.0;0;6;0;2;1;False;7.607796774446323e-07;0.0
AUS;1948;Men;Relay;22.833333333333332;33.1;6;0;-0.2825307031326942;-0.5018240820661968;6;800.0;0;6;0;0;0;False;7.607796774446323e-07;1.0
AUS;1948;Women;Individual;18.0;33.1;5;3;-0.2825307031326942;-0.5018240820661968;4;180.0;0;3;0;1;1;False;5.071864516297549e-07;0.0
AUS;1952;Men;Individual;22.11111111111111;36.2;9;3;-0.27812074025445466;-0.46344517040177036;6;500.0;0;6;0;2;1;False;6.951924199926217e-07;0.0
AUS;1952;Men;Relay;21.4;36.2;5;0;-0.27812074025445466;-0.46344517040177036;5;800.0;0;5;0;0;0;False;5.793270166605181e-07;1.0
AUS;1952;Women;Individual;20.4;36.2;5;0;-0.27812074025445466;-0.46344517040177036;4;240.0;0;4;0;1;0;False;4.6346161332841444e-07;0.0
AUS;1956;Men;Individual;19.266666666666666;35.2;15;17;-0.2734150246961496;-0.39196957176042874;13;460.0;2;9;0;1;3;False;1.3793598115242754e-06;0.0
AUS;1956;Men;Relay;18.0;35.2;8;12;-0.2734150246961496;-0.39196957176042874;8;800.0;0;8;0;0;0;False;8.488368070918617e-07;1.0
AUS;1956;Women;Individual;17.083333333333332;35.2;12;11;-0.2734150246961496;-0.39196957176042874;10;183.33333333333334;2;6;0;1;3;False;1.0610460088648271e-06;0.0
AUS;1956;Women;Relay;16.142857142857142;35.2;7;12;-0.2734150246961496;-0.39196957176042874;7;400.0;0;7;0;0;0;False;7.427322062053791e-07;1.0
AUS;1960;Men;Individual;20.5;35.2;12;17;-0.2683406969849125;-0.3242755734672956;10;416.6666666666667;2;6;0;2;2;False;9.726857204775537e-07;0.0
AUS;1960;Men;Relay;19.307692307692307;35.2;13;12;-0.2683406969849125;-0.3242755734672956;13;584.6153846153846;0;6;7;0;0;False;1.2644914366208199e-06;1.0
AUS;1960;Women;Individual;18.9;35.2;10;4;-0.2683406969849125;-0.3242755734672956;7;180.0;2;4;0;2;2;False;6.808800043342876e-07;0.0
AUS;1960;Women;Relay;18.75;35.2;12;16;-0.2683406969849125;-0.3242755734672956;10;400.0;0;6;6;0;0;False;9.726857204775537e-07;1.0
AUS;1964;Men;Individual;18.823529411764707;35.1;17;11;-0.2633180104179922;-0.21963213118711855;14;447.05882352941177;3;9;0;3;2;False;1.2580593302577377e-06;0.0
